payment_id,payment_date,amount,currency,country,payment_type,channel,counterparty_risk_score,historical_failure_count,settlement_window,is_failed,payment_year,payment_month,payment_day,day_of_week,hour_of_day,is_weekend,amount_log,is_high_value,amount_bucket,risk_band,has_prior_failures,prior_failure_band,settlement_speed_days,is_large_international,risk_adjusted_amount,amount_z_score,is_extreme_amount,amount_percentile_rank,is_top_1pct_amount,risk_adjusted_amount_z_score,is_extreme_risk_adjusted_amount,risk_score_percentile_rank,is_top_1pct_risk_score,is_high_risk_large_payment,is_large_file_payment,is_high_risk_swift_payment,is_prior_failure_high_value,country_frequency,currency_frequency,is_rare_country,is_rare_currency,rule_anomaly_score,is_rule_based_anomaly,anomaly_reasons
P-9A4A92B4,2024-03-03 07:48:00,15513.99,USD,AU,ACH,ONLINE,0.333,2,SAME_DAY,False,2024,3,3,6,7,True,9.649561932344728,False,MEDIUM,MEDIUM,True,LOW,0,False,5166.15867,-0.46758333527135043,False,0.1382,False,-0.4048543648943807,False,0.6412,False,False,False,False,False,0.1456,0.1624,False,False,0,False,NONE
P-0CA7D10E,2024-04-22 17:29:00,25216.18,USD,CA,WIRE,BATCH,0.448,2,NEXT_DAY,False,2024,4,22,0,17,False,10.135280787248002,False,MEDIUM,MEDIUM,True,LOW,1,False,11296.84864,-0.42623786753799064,False,0.2394,False,-0.3251590983343434,False,0.8319,False,False,False,False,False,0.135,0.1624,False,False,0,False,NONE
P-754F0232,2024-03-12 21:56:00,14573.59,USD,CA,ACH,FILE,0.187,2,SAME_DAY,False,2024,3,12,1,21,False,9.587034880462822,False,MEDIUM,LOW,True,LOW,0,False,2725.26133,-0.47159080965151123,False,0.1266,False,-0.43658455596730916,False,0.3118,False,False,False,False,False,0.135,0.1624,False,False,0,False,NONE
P-FC33359A,2024-01-07 09:06:00,69567.67,CAD,GB,SWIFT,API,0.406,0,NEXT_DAY,False,2024,1,7,6,9,True,11.15006960129927,False,MEDIUM,MEDIUM,False,NONE,1,False,28244.47402,-0.2372358897658142,False,0.5468,False,-0.10485020507305964,False,0.7735,False,False,False,False,False,0.1428,0.1768,False,False,0,False,NONE
P-3D9D4AF8,2024-05-16 01:52:00,136845.24,CAD,GB,WIRE,BATCH,0.487,1,T_PLUS_2,False,2024,5,16,3,1,False,11.82661323875341,False,HIGH,MEDIUM,True,LOW,2,False,66643.63188,0.04946459740397516,False,0.7536,False,0.3943156533064419,False,0.8768,False,False,False,False,False,0.1428,0.1768,False,False,0,False,NONE
P-58C6F7A0,2024-01-25 06:08:00,22481.17,JPY,GB,RTP,FILE,0.178,1,SAME_DAY,False,2024,1,25,3,6,False,10.020477829597992,False,MEDIUM,LOW,True,LOW,0,False,4001.64826,-0.4378929956797212,False,0.2124,False,-0.419992296838587,False,0.2859,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE
P-8AD4141B,2024-01-27 05:26:00,73499.84,JPY,DE,WIRE,ONLINE,0.424,2,SAME_DAY,True,2024,1,27,5,5,True,11.205052113707051,False,MEDIUM,MEDIUM,True,LOW,0,False,31163.93216,-0.22047911548525637,False,0.5652,False,-0.06689901265969242,False,0.7994,False,False,False,False,False,0.1448,0.1758,False,False,0,False,NONE
P-6C2CA3B9,2024-02-05 18:25:00,116103.39,EUR,JP,WIRE,BATCH,0.144,0,NEXT_DAY,False,2024,2,5,0,18,False,11.662244979201954,False,HIGH,LOW,False,NONE,1,False,16718.88816,-0.0389259092656726,False,0.7082,False,-0.2546758595863471,False,0.2083,False,False,False,False,False,0.1492,0.1634,False,False,0,False,NONE
P-AEFB8711,2024-04-18 10:33:00,161022.35,GBP,AU,WIRE,MOBILE,0.249,1,SAME_DAY,False,2024,4,18,3,10,False,11.989304664506514,False,HIGH,LOW,True,LOW,0,False,40094.56515,0.15249431764145685,False,0.7944,False,0.049193821943051795,False,0.4617,False,False,False,False,False,0.1456,0.1622,False,False,0,False,NONE
P-841A1D44,2024-06-27 05:33:00,15631.79,USD,DE,WIRE,BATCH,0.595,0,SAME_DAY,False,2024,6,27,3,5,False,9.657125910364858,False,MEDIUM,MEDIUM,False,NONE,0,False,9300.91505,-0.46708133560952253,False,0.1394,False,-0.35110502942359445,False,0.953,False,False,False,False,False,0.1448,0.1624,False,False,0,False,NONE
P-79E69159,2024-01-26 14:31:00,41384.32,GBP,GB,RTP,FILE,0.131,4,NEXT_DAY,False,2024,1,26,4,14,False,10.630681507559748,False,MEDIUM,LOW,True,HIGH,1,False,5421.34592,-0.3573380304209639,False,0.3752,False,-0.40153708478219247,False,0.1797,False,False,False,False,False,0.1428,0.1622,False,False,0,False,NONE
P-04912579,2024-04-25 06:34:00,280233.41,EUR,AU,RTP,API,0.184,0,NEXT_DAY,False,2024,4,25,3,6,False,12.543381710484296,False,HIGH,LOW,False,NONE,1,False,51562.94744,0.6605071513098991,False,0.8996,False,0.19827586459835195,False,0.3023,False,False,False,False,False,0.1456,0.1634,False,False,0,False,NONE
P-20D6E51E,2024-04-02 21:24:00,184598.89,USD,IN,WIRE,BATCH,0.282,0,SAME_DAY,False,2024,4,2,1,21,False,12.12594600516772,False,HIGH,LOW,False,NONE,0,False,52056.88698,0.2529647345096349,False,0.8252,False,0.20469678026974777,False,0.5371,False,False,False,False,False,0.1428,0.1624,False,False,0,False,NONE
P-4C027951,2024-03-02 20:43:00,277482.24,CAD,DE,WIRE,BATCH,0.025,0,T_PLUS_2,True,2024,3,2,5,20,True,12.533515813948291,False,HIGH,LOW,False,NONE,2,False,6937.0560000000005,0.6487831580193135,False,0.8978,False,-0.38183376925907275,False,0.009,False,False,False,False,False,0.1448,0.1768,False,False,0,False,NONE
P-43DA31F6,2024-02-06 15:00:00,14420.38,USD,JP,RTP,FILE,0.562,0,SAME_DAY,False,2024,2,6,1,15,False,9.576467106676036,False,MEDIUM,MEDIUM,False,NONE,0,False,8104.25356,-0.4722437075138936,False,0.1248,False,-0.36666090598795464,False,0.9341,False,False,False,False,False,0.1492,0.1624,False,False,0,False,NONE
P-9DED345C,2024-02-23 20:50:00,44619.06,JPY,JP,RTP,FILE,0.103,1,SAME_DAY,False,2024,2,23,4,20,False,10.7059388126741,False,MEDIUM,LOW,True,LOW,0,False,4595.76318,-0.3435533242571176,False,0.3956,False,-0.41226916173497075,False,0.1158,False,False,False,False,False,0.1492,0.1758,False,False,0,False,NONE
P-6DE2EBE0,2024-03-02 16:23:00,76813.46,CAD,IN,ACH,ONLINE,0.42,4,SAME_DAY,False,2024,3,2,5,16,True,11.249148182663074,False,MEDIUM,MEDIUM,True,HIGH,0,False,32261.6532,-0.2063582655750179,False,0.58,False,-0.052629302183473156,False,0.7936,False,False,False,False,False,0.1428,0.1768,False,False,0,False,NONE
P-4F7AE256,2024-02-07 07:58:00,53931.47,CAD,CA,WIRE,API,0.45,5,NEXT_DAY,False,2024,2,7,2,7,False,10.895487987393736,False,MEDIUM,MEDIUM,True,HIGH,1,False,24269.1615,-0.30386888732331013,False,0.4616,False,-0.156526866670882,False,0.8362,False,False,False,False,False,0.135,0.1768,False,False,0,False,NONE
P-33376F5D,2024-04-01 00:58:00,120639.31,CAD,DE,WIRE,MOBILE,0.398,2,SAME_DAY,False,2024,4,1,0,0,False,11.70056875286713,False,HIGH,MEDIUM,True,LOW,0,False,48014.445380000005,-0.019596280181816108,False,0.7182,False,0.15214748117912952,False,0.7586,False,False,False,False,False,0.1448,0.1768,False,False,0,False,NONE
P-E39FACC0,2024-01-12 06:01:00,97415.55,GBP,CA,SWIFT,API,0.391,1,NEXT_DAY,False,2024,1,12,4,6,False,11.486751393060697,False,MEDIUM,MEDIUM,True,LOW,1,False,38089.480050000006,-0.11856334016799377,False,0.6572,False,0.023128926751481906,False,0.7471,False,False,False,False,False,0.135,0.1622,False,False,0,False,NONE
P-EF7920FF,2024-02-06 21:03:00,71400.23,CAD,IN,ACH,API,0.215,1,SAME_DAY,False,2024,2,6,1,21,False,11.17607037507005,False,MEDIUM,LOW,True,LOW,0,False,15351.04945,-0.22942651370232278,False,0.5554,False,-0.2724569366165052,False,0.3754,False,False,False,False,False,0.1428,0.1768,False,False,0,False,NONE
P-ECC14CCB,2024-04-20 14:31:00,111565.55,JPY,GB,ACH,FILE,0.219,1,NEXT_DAY,False,2024,4,20,5,14,True,11.622376552818183,False,HIGH,LOW,True,LOW,1,False,24432.85545,-0.05826372034741285,False,0.6976,False,-0.15439894419505087,False,0.3871,False,False,False,False,False,0.1428,0.1758,False,False,0,False,NONE
