payment_id,payment_date,amount,currency,country,payment_type,channel,counterparty_risk_score,historical_failure_count,settlement_window,is_failed,payment_year,payment_month,payment_day,day_of_week,hour_of_day,is_weekend,amount_log,is_high_value,amount_bucket,risk_band,has_prior_failures,prior_failure_band,settlement_speed_days,is_large_international,risk_adjusted_amount,payment_type_failure_rate,channel_failure_rate,country_failure_rate,currency_failure_rate,payment_type_channel_failure_rate,risk_payment_interaction,amount_risk_interaction,prior_failure_risk_interaction,high_value_high_risk,swift_file_payment,international_high_risk,large_prior_failure_payment,log_risk_adjusted_amount
P-A00EB3AD,2024-06-10 18:40:00,234314.83,EUR,GB,ACH,ONLINE,0.304,0,SAME_DAY,False,2024,6,10,0,18,False,12.364425185167091,False,HIGH,MEDIUM,False,NONE,0,False,71231.70831999999,0.048340128130460104,0.054385964912280704,0.06582633053221289,0.05385556915544676,0.028350515463917526,0.0,3.7587852562907957,0.0,False,False,False,False,11.17370737843124
P-95524EF4,2024-05-31 22:31:00,28360.73,JPY,DE,SWIFT,API,0.324,3,T_PLUS_2,False,2024,5,31,4,22,False,10.252795980195993,False,MEDIUM,MEDIUM,True,HIGH,2,False,9188.87652,0.09019607843137255,0.060700389105058365,0.052486187845303865,0.05802047781569966,0.08498583569405099,0.972,3.321905897583502,0.972,False,False,False,False,9.125857778915613
P-DCC6DB5E,2024-01-28 13:30:00,46109.88,CAD,AU,SWIFT,ONLINE,0.493,1,T_PLUS_2,False,2024,1,28,6,13,True,10.738804209815862,False,MEDIUM,MEDIUM,True,LOW,2,False,22732.17084,0.09019607843137255,0.054385964912280704,0.059065934065934064,0.05090497737556561,0.1033210332103321,0.493,5.29423047543922,0.493,False,False,False,False,10.031580407337312
P-C903D5F0,2024-05-21 04:34:00,187020.14,JPY,GB,WIRE,ONLINE,0.246,1,SAME_DAY,False,2024,5,21,1,4,False,12.138976937575608,False,HIGH,LOW,True,LOW,0,False,46006.95444,0.0417201540436457,0.054385964912280704,0.06582633053221289,0.05802047781569966,0.05526315789473684,0.246,2.9861883266435996,0.246,False,False,False,False,10.736569583130537
P-BD0FB84E,2024-04-18 00:21:00,41319.47,EUR,AU,ACH,FILE,0.36,2,NEXT_DAY,False,2024,4,18,3,0,False,10.629113297805864,False,MEDIUM,MEDIUM,True,LOW,1,False,14875.0092,0.048340128130460104,0.08098591549295775,0.059065934065934064,0.05385556915544676,0.08391608391608392,0.72,3.826480787210111,0.72,False,False,False,False,9.607505073490588
P-3C8257C8,2024-05-05 19:27:00,32586.98,JPY,US,RTP,MOBILE,0.176,2,NEXT_DAY,False,2024,5,5,6,19,True,10.3916987877075,False,MEDIUM,LOW,True,LOW,1,False,5735.30848,0.04,0.040123456790123455,0.05293276108726753,0.05802047781569966,0.02702702702702703,0.352,1.82893898663652,0.352,False,False,False,False,8.654571160470761
P-D3A3ECA8,2024-05-28 15:53:00,130231.61,USD,GB,WIRE,MOBILE,0.383,0,SAME_DAY,False,2024,5,28,1,15,False,11.77707743822602,False,HIGH,MEDIUM,False,NONE,0,False,49878.70663,0.0417201540436457,0.040123456790123455,0.06582633053221289,0.054187192118226604,0.018691588785046728,0.0,4.5106206588405655,0.0,False,False,False,False,10.817369518261039
P-16BFDCB7,2024-01-16 07:37:00,103695.27,CAD,GB,RTP,BATCH,0.241,1,NEXT_DAY,False,2024,1,16,1,7,False,11.54922142442896,False,HIGH,LOW,True,LOW,1,False,24990.56007,0.04,0.04217298070050036,0.06582633053221289,0.05090497737556561,0.06306306306306306,0.241,2.7833623632873796,0.241,False,False,False,False,10.126293449651575
P-72DC8911,2024-06-05 12:45:00,828824.34,EUR,JP,WIRE,BATCH,0.26,0,SAME_DAY,False,2024,6,5,2,12,False,13.627764724344296,True,VERY_HIGH,LOW,False,NONE,0,True,215494.3284,0.0417201540436457,0.04217298070050036,0.06836461126005362,0.05385556915544676,0.02054794520547945,0.0,3.543218828329517,0.0,False,False,False,False,12.280694510332733
P-14E03EF1,2024-02-28 16:12:00,23731.38,GBP,CA,RTP,BATCH,0.203,3,NEXT_DAY,False,2024,2,28,2,16,False,10.074595639385857,False,MEDIUM,LOW,True,HIGH,1,False,4817.47014,0.04,0.04217298070050036,0.03851851851851852,0.0530209617755857,0.06306306306306306,0.609,2.045142914795329,0.609,False,False,False,False,8.480211758322882
P-1E81246E,2024-01-04 00:48:00,77840.7,CAD,AU,SWIFT,FILE,0.247,0,NEXT_DAY,False,2024,1,4,3,0,False,11.262432556292524,False,MEDIUM,LOW,False,NONE,1,False,19226.6529,0.09019607843137255,0.08098591549295775,0.059065934065934064,0.05090497737556561,0.13901345291479822,0.0,2.781820841404253,0.0,False,True,False,False,9.864104777051457
P-9FDC9F13,2024-02-16 22:14:00,304724.83,EUR,JP,ACH,ONLINE,0.467,1,NEXT_DAY,False,2024,2,16,4,22,False,12.627167733287658,False,HIGH,MEDIUM,True,LOW,1,False,142306.49561,0.048340128130460104,0.054385964912280704,0.06836461126005362,0.05385556915544676,0.028350515463917526,0.467,5.8968873314453365,0.467,False,False,False,False,11.865745457392016
P-C1E2BD48,2024-04-15 18:16:00,122087.17,GBP,GB,RTP,API,0.361,2,T_PLUS_2,False,2024,4,15,0,18,False,11.712498767607984,False,HIGH,MEDIUM,True,LOW,2,False,44073.46837,0.04,0.060700389105058365,0.06582633053221289,0.0530209617755857,0.05714285714285714,0.722,4.228212055106482,0.722,False,False,False,False,10.69363594525345
P-F6BE7ECA,2024-04-24 14:56:00,702881.29,CAD,CA,ACH,FILE,0.41,0,NEXT_DAY,False,2024,4,24,2,14,False,13.462944717228428,True,VERY_HIGH,MEDIUM,False,NONE,1,True,288181.3289,0.048340128130460104,0.08098591549295775,0.03851851851851852,0.05090497737556561,0.08391608391608392,0.0,5.519807334063655,0.0,False,False,False,False,12.571348645261724
P-3361FFCC,2024-06-18 21:20:00,994872.87,GBP,IN,SWIFT,ONLINE,0.114,1,NEXT_DAY,False,2024,6,18,1,21,False,13.810371244286422,True,VERY_HIGH,LOW,True,LOW,1,True,113415.50718,0.09019607843137255,0.054385964912280704,0.0546218487394958,0.0530209617755857,0.1033210332103321,0.114,1.5743823218486521,0.114,False,False,False,True,11.638822225643292
P-4A4F92C0,2024-02-17 16:25:00,217166.24,AUD,US,WIRE,BATCH,0.283,1,T_PLUS_2,False,2024,2,17,5,16,True,12.288423026936838,False,HIGH,LOW,True,LOW,2,False,61458.04591999999,0.0417201540436457,0.04217298070050036,0.05293276108726753,0.06775407779171895,0.02054794520547945,0.283,3.4776237166231247,0.283,False,False,False,False,11.026126311971403
P-8FE5D165,2024-01-15 22:36:00,74143.24,AUD,IN,WIRE,BATCH,0.221,1,NEXT_DAY,False,2024,1,15,0,22,False,11.213767664171188,False,MEDIUM,LOW,True,LOW,1,False,16385.65604,0.0417201540436457,0.04217298070050036,0.0546218487394958,0.06775407779171895,0.02054794520547945,0.221,2.4782426537818325,0.221,False,False,False,False,9.70422262651694
P-51963776,2024-04-20 21:33:00,86985.8,JPY,DE,WIRE,FILE,0.065,0,SAME_DAY,False,2024,4,20,5,21,True,11.373511661987518,False,MEDIUM,LOW,False,NONE,0,False,5654.077,0.0417201540436457,0.08098591549295775,0.052486187845303865,0.05802047781569966,0.048582995951417005,0.0,0.7392782580291887,0.0,False,False,False,False,8.640309004726308
P-860907D5,2024-04-21 03:29:00,730418.31,JPY,GB,WIRE,BATCH,0.474,1,T_PLUS_2,False,2024,4,21,6,3,True,13.501374045481883,True,VERY_HIGH,MEDIUM,True,LOW,2,True,346218.27894,0.0417201540436457,0.04217298070050036,0.06582633053221289,0.05802047781569966,0.02054794520547945,0.474,6.399651297558412,0.474,False,False,False,True,12.75482760746435
P-9BBA8CDD,2024-01-04 14:05:00,8386.74,GBP,IN,ACH,ONLINE,0.359,0,T_PLUS_2,False,2024,1,4,3,14,False,9.034526394879506,False,LOW,MEDIUM,False,NONE,2,False,3010.83966,0.048340128130460104,0.054385964912280704,0.0546218487394958,0.0530209617755857,0.028350515463917526,0.0,3.243394975761743,0.0,False,False,False,False,8.01030635377108
P-76DF2455,2024-01-01 13:37:00,59245.87,AUD,GB,SWIFT,API,0.379,1,NEXT_DAY,False,2024,1,1,0,13,False,10.989468230597764,False,MEDIUM,MEDIUM,True,LOW,1,False,22454.18473,0.09019607843137255,0.060700389105058365,0.06582633053221289,0.06775407779171895,0.08498583569405099,0.379,4.165008459396552,0.379,False,False,False,False,10.019276812163573
P-0BB3F086,2024-04-10 08:16:00,108388.79,CAD,IN,ACH,BATCH,0.278,1,NEXT_DAY,False,2024,4,10,2,8,False,11.593489175359815,False,HIGH,LOW,True,LOW,1,False,30132.08362,0.048340128130460104,0.04217298070050036,0.0546218487394958,0.05090497737556561,0.047524752475247525,0.278,3.222989990750029,0.278,False,False,False,False,10.313378970730918
P-1F29C488,2024-03-04 21:59:00,54939.68,AUD,AU,SWIFT,ONLINE,0.095,0,T_PLUS_2,False,2024,3,4,0,21,False,10.914009336711365,False,MEDIUM,LOW,False,NONE,2,False,5219.2696000000005,0.09019607843137255,0.054385964912280704,0.059065934065934064,0.06775407779171895,0.1033210332103321,0.0,1.0368308869875797,0.0,False,False,False,False,8.560304327052576
P-5AD5743B,2024-02-09 07:38:00,50340.8,CAD,GB,SWIFT,ONLINE,0.369,0,SAME_DAY,False,2024,2,9,4,7,False,10.826591024903443,False,MEDIUM,MEDIUM,False,NONE,0,False,18575.7552,0.09019607843137255,0.054385964912280704,0.06582633053221289,0.05090497737556561,0.1033210332103321,0.0,3.9950120881893705,0.0,False,False,False,False,9.829666357719393
P-26DCE1B9,2024-03-07 06:50:00,116196.71,CAD,IN,WIRE,BATCH,0.248,0,NEXT_DAY,False,2024,3,7,3,6,False,11.663048415804722,False,HIGH,LOW,False,NONE,1,False,28816.78408,0.0417201540436457,0.04217298070050036,0.0546218487394958,0.05090497737556561,0.02054794520547945,0.0,2.892436007119571,0.0,False,False,False,False,10.268747978325425
P-61333909,2024-03-26 01:09:00,3613.7,EUR,JP,SWIFT,API,0.268,0,NEXT_DAY,False,2024,3,26,1,1,False,8.19276414359734,False,LOW,LOW,False,NONE,1,False,968.4716,0.09019607843137255,0.060700389105058365,0.06836461126005362,0.05385556915544676,0.08498583569405099,0.0,2.1956607904840872,0.0,False,False,False,False,6.876751180803413
P-F3974FE9,2024-06-12 03:25:00,429559.44,AUD,IN,WIRE,BATCH,0.095,1,NEXT_DAY,True,2024,6,12,2,3,False,12.970517732275567,False,HIGH,LOW,True,LOW,1,False,40808.1468,0.0417201540436457,0.04217298070050036,0.0546218487394958,0.06775407779171895,0.02054794520547945,0.095,1.2321991845661788,0.095,False,False,False,False,10.616661521540776
P-34BA0452,2024-04-20 07:59:00,74510.01,GBP,GB,ACH,ONLINE,0.029,0,T_PLUS_2,False,2024,4,20,5,7,True,11.218702178683388,False,MEDIUM,LOW,False,NONE,2,False,2160.79029,0.048340128130460104,0.054385964912280704,0.06582633053221289,0.0530209617755857,0.028350515463917526,0.0,0.3253423631818183,0.0,False,False,False,False,7.678691995344668
P-3E078815,2024-02-26 00:53:00,20939.03,JPY,CA,RTP,API,0.455,3,SAME_DAY,False,2024,2,26,0,0,False,9.949417917088258,False,MEDIUM,MEDIUM,True,HIGH,0,False,9527.25865,0.04,0.060700389105058365,0.03851851851851852,0.05802047781569966,0.05714285714285714,1.365,4.526985152275158,1.365,False,False,False,False,9.162017256972307
P-9A7809D0,2024-01-17 10:58:00,576190.57,GBP,AU,WIRE,ONLINE,0.258,0,SAME_DAY,False,2024,1,17,2,10,False,13.264195471188852,True,VERY_HIGH,LOW,False,NONE,0,True,148657.16705999998,0.0417201540436457,0.054385964912280704,0.059065934065934064,0.0530209617755857,0.05526315789473684,0.0,3.422162431566724,0.0,False,False,False,False,11.909404768457543
P-9A4A92B4,2024-03-03 07:48:00,15513.99,USD,AU,ACH,ONLINE,0.333,2,SAME_DAY,False,2024,3,3,6,7,True,9.649561932344728,False,MEDIUM,MEDIUM,True,LOW,0,False,5166.15867,0.048340128130460104,0.054385964912280704,0.059065934065934064,0.054187192118226604,0.028350515463917526,0.666,3.2133041234707944,0.666,False,False,False,False,8.550078236157091
P-0CA7D10E,2024-04-22 17:29:00,25216.18,USD,CA,WIRE,BATCH,0.448,2,NEXT_DAY,False,2024,4,22,0,17,False,10.135280787248002,False,MEDIUM,MEDIUM,True,LOW,1,False,11296.84864,0.0417201540436457,0.04217298070050036,0.03851851851851852,0.054187192118226604,0.02054794520547945,0.896,4.540605792687105,0.896,False,False,False,False,9.33236760073404
P-754F0232,2024-03-12 21:56:00,14573.59,USD,CA,ACH,FILE,0.187,2,SAME_DAY,False,2024,3,12,1,21,False,9.587034880462822,False,MEDIUM,LOW,True,LOW,0,False,2725.26133,0.048340128130460104,0.08098591549295775,0.03851851851851852,0.054187192118226604,0.08391608391608392,0.374,1.7927755226465476,0.374,False,False,False,False,7.910686473398996
P-FC33359A,2024-01-07 09:06:00,69567.67,CAD,GB,SWIFT,API,0.406,0,NEXT_DAY,False,2024,1,7,6,9,True,11.15006960129927,False,MEDIUM,MEDIUM,False,NONE,1,False,28244.47402,0.09019607843137255,0.060700389105058365,0.06582633053221289,0.05090497737556561,0.08498583569405099,0.0,4.526928258127504,0.0,False,False,False,False,10.248688512057909
P-3D9D4AF8,2024-05-16 01:52:00,136845.24,CAD,GB,WIRE,BATCH,0.487,1,T_PLUS_2,False,2024,5,16,3,1,False,11.82661323875341,False,HIGH,MEDIUM,True,LOW,2,False,66643.63188,0.0417201540436457,0.04217298070050036,0.06582633053221289,0.05090497737556561,0.02054794520547945,0.487,5.75956064727291,0.487,False,False,False,False,11.107129780427694
P-58C6F7A0,2024-01-25 06:08:00,22481.17,JPY,GB,RTP,FILE,0.178,1,SAME_DAY,False,2024,1,25,3,6,False,10.020477829597992,False,MEDIUM,LOW,True,LOW,0,False,4001.64826,0.04,0.08098591549295775,0.06582633053221289,0.05802047781569966,0.020833333333333332,0.178,1.7836450536684425,0.178,False,False,False,False,8.294711486033682
P-8AD4141B,2024-01-27 05:26:00,73499.84,JPY,DE,WIRE,ONLINE,0.424,2,SAME_DAY,True,2024,1,27,5,5,True,11.205052113707051,False,MEDIUM,MEDIUM,True,LOW,0,False,31163.93216,0.0417201540436457,0.054385964912280704,0.052486187845303865,0.05802047781569966,0.05526315789473684,0.848,4.75094209621179,0.848,False,False,False,False,10.347048772439683
P-6C2CA3B9,2024-02-05 18:25:00,116103.39,EUR,JP,WIRE,BATCH,0.144,0,NEXT_DAY,False,2024,2,5,0,18,False,11.662244979201954,False,HIGH,LOW,False,NONE,1,False,16718.88816,0.0417201540436457,0.04217298070050036,0.06836461126005362,0.05385556915544676,0.02054794520547945,0.0,1.6793632770050813,0.0,False,False,False,False,9.724354197621105
P-AEFB8711,2024-04-18 10:33:00,161022.35,GBP,AU,WIRE,MOBILE,0.249,1,SAME_DAY,False,2024,4,18,3,10,False,11.989304664506514,False,HIGH,LOW,True,LOW,0,False,40094.56515,0.0417201540436457,0.040123456790123455,0.059065934065934064,0.0530209617755857,0.018691588785046728,0.249,2.9853368614621223,0.249,False,False,False,False,10.599021012415516
P-841A1D44,2024-06-27 05:33:00,15631.79,USD,DE,WIRE,BATCH,0.595,0,SAME_DAY,False,2024,6,27,3,5,False,9.657125910364858,False,MEDIUM,MEDIUM,False,NONE,0,False,9300.91505,0.0417201540436457,0.04217298070050036,0.052486187845303865,0.054187192118226604,0.02054794520547945,0.0,5.7459899166670905,0.0,False,False,False,False,9.137975577297706
P-79E69159,2024-01-26 14:31:00,41384.32,GBP,GB,RTP,FILE,0.131,4,NEXT_DAY,False,2024,1,26,4,14,False,10.630681507559748,False,MEDIUM,LOW,True,HIGH,1,False,5421.34592,0.04,0.08098591549295775,0.06582633053221289,0.0530209617755857,0.020833333333333332,0.524,1.392619277490327,0.524,False,False,False,False,8.598283827359557
P-04912579,2024-04-25 06:34:00,280233.41,EUR,AU,RTP,API,0.184,0,NEXT_DAY,False,2024,4,25,3,6,False,12.543381710484296,False,HIGH,LOW,False,NONE,1,False,51562.94744,0.04,0.060700389105058365,0.059065934065934064,0.05385556915544676,0.05714285714285714,0.0,2.3079822347291103,0.0,False,False,False,False,10.850578014246674
P-20D6E51E,2024-04-02 21:24:00,184598.89,USD,IN,WIRE,BATCH,0.282,0,SAME_DAY,False,2024,4,2,1,21,False,12.12594600516772,False,HIGH,LOW,False,NONE,0,False,52056.88698,0.0417201540436457,0.04217298070050036,0.0546218487394958,0.054187192118226604,0.02054794520547945,0.0,3.4195167734572967,0.0,False,False,False,False,10.860111589557336
P-4C027951,2024-03-02 20:43:00,277482.24,CAD,DE,WIRE,BATCH,0.025,0,T_PLUS_2,True,2024,3,2,5,20,True,12.533515813948291,False,HIGH,LOW,False,NONE,2,False,6937.0560000000005,0.0417201540436457,0.04217298070050036,0.052486187845303865,0.05090497737556561,0.02054794520547945,0.0,0.3133378953487073,0.0,False,False,False,False,8.844776898987464
P-43DA31F6,2024-02-06 15:00:00,14420.38,USD,JP,RTP,FILE,0.562,0,SAME_DAY,False,2024,2,6,1,15,False,9.576467106676036,False,MEDIUM,MEDIUM,False,NONE,0,False,8104.25356,0.04,0.08098591549295775,0.06836461126005362,0.054187192118226604,0.020833333333333332,0.0,5.381974513951933,0.0,False,False,False,False,9.00026771807278
P-9DED345C,2024-02-23 20:50:00,44619.06,JPY,JP,RTP,FILE,0.103,1,SAME_DAY,False,2024,2,23,4,20,False,10.7059388126741,False,MEDIUM,LOW,True,LOW,0,False,4595.76318,0.04,0.08098591549295775,0.06836461126005362,0.05802047781569966,0.020833333333333332,0.103,1.1027116977054323,0.103,False,False,False,False,8.433107678273002
P-6DE2EBE0,2024-03-02 16:23:00,76813.46,CAD,IN,ACH,ONLINE,0.42,4,SAME_DAY,False,2024,3,2,5,16,True,11.249148182663074,False,MEDIUM,MEDIUM,True,HIGH,0,False,32261.6532,0.048340128130460104,0.054385964912280704,0.0546218487394958,0.05090497737556561,0.028350515463917526,1.68,4.724642236718491,1.68,False,False,False,False,10.381665592562669
P-4F7AE256,2024-02-07 07:58:00,53931.47,CAD,CA,WIRE,API,0.45,5,NEXT_DAY,False,2024,2,7,2,7,False,10.895487987393736,False,MEDIUM,MEDIUM,True,HIGH,1,False,24269.1615,0.0417201540436457,0.060700389105058365,0.03851851851851852,0.05090497737556561,0.054404145077720206,2.25,4.902969594327181,2.25,False,False,False,False,10.097002953004234
P-33376F5D,2024-04-01 00:58:00,120639.31,CAD,DE,WIRE,MOBILE,0.398,2,SAME_DAY,False,2024,4,1,0,0,False,11.70056875286713,False,HIGH,MEDIUM,True,LOW,0,False,48014.445380000005,0.0417201540436457,0.040123456790123455,0.052486187845303865,0.05090497737556561,0.018691588785046728,0.796,4.656826363641118,0.796,False,False,False,False,10.77927801688035
